date,customer_age_group,day_of_week,month,week_of_year,is_weekend,month_period,Beedi_units,Bite Packet_units,Boil Egg_units,Bread,Bread_units,Breakfast,Breakfast_units,Bulath vita,Bulath vita_units,Buns_units,Chicken Curry,Chicken Curry_units,Cigarette,Cigarette_units,Coffee_units,Cream Bun_units,Dal Curry,Dal Curry_units,Egg Bun_units,Egg Rotti,Egg Rotti_units,Fish Bun_units,Flat Bread_units,Halapa_units,Hoppers,Hoppers_units,Jam bun_units,Kahata,Kahata_units,Lavariya_units,Milk Packet_units,Milk Plain Tea_units,Milk Toffee_units,Milo Tea_units,Pancake_units,Plain Tea,Plain Tea_units,Roast bread,Roast bread_units,Rock Cake_units,Rolls,Rolls_units,Roti,Roti_units,Sesame roll_units,Soft drinks,Soft drinks Cup_units,Soft drinks_units,Spanchi_units,String Hoppers,String Hoppers_units,Tea,Tea_units,Ulundu Wade,Ulundu Wade_units,Vegetable Roti,Vegitable Roti,Vegitable Roti_units,Wade_units,Watter Bottle,Watter Bottle_units,Yogurt_units
2025-11-12,Youngers,0,0,0,0,0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,23.0,6.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,30.0,0.0,4.0,0.0,23.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0
2025-11-13,Elders,0,0,0,0,0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,10.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,3.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2025-11-13,School Children,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-11-13,Younger Adults,0,0,0,0,0,9.0,0.0,1.0,0.0,0.5,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,0.0,7.0,0.0,0.0,16.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,0.0,7.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0
2025-11-13,Youngers,0,0,0,0,0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,4.0,0.0,0.0,22.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,30.0,0.0,4.0,0.0,27.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0
2025-11-14,Elders,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,3.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2025-11-14,School Children,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2025-11-14,Younger Adults,0,0,0,0,0,2.0,0.0,0.0,0.0,0.5,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,2.0,0.0,2.0,0.0,16.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,35.5,0.0,4.0,0.0,0.0,17.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,27.0,0.0,7.0,0.0,12.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0
2025-11-14,Youngers,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,4.0,0.0,1.0,0.0,8.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,3.0,0.0,0.0,22.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,23.0,0.0,4.0,0.0,22.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0
2025-11-15,Elders,0,0,0,0,0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2025-11-15,School Children,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-15,Younger Adults,0,0,0,0,0,4.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,3.0,0.0,6.0,0.0,13.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,29.5,0.0,7.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,14.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
2025-11-15,Youngers,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,6.0,0.0,4.0,0.0,7.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,17.5,0.0,5.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,8.0,0.0,25.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
2025-11-16,Elders,0,0,0,0,0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,6.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
2025-11-16,School Children,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-11-16,Younger Adults,0,0,0,0,0,7.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,2.0,0.0,0.0,15.0,3.0,1.0,4.0,0.0,13.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,28.0,0.0,4.0,0.0,0.0,23.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,7.0,0.0,7.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0
2025-11-16,Youngers,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,5.0,1.0,3.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.5,0.0,3.0,0.0,0.0,31.0,0.0,2.0,1.0,0.0,1.0,14.0,0.0,0.0,6.0,0.0,4.0,0.0,26.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0
2025-11-17,Elders,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-11-17,School Children,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17,Younger Adults,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17,Youngers,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2025-11-18,Elders,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,8.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,19.0,0.0,3.0,0.0,17.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
2025-11-18,School Children,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2025-11-18,Younger Adults,0,0,0,0,0,2.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,6.0,0.0,0.0,20.0,3.0,0.0,5.0,0.0,7.0,4.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,0.0,5.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,53.0,0.0,7.0,0.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
2025-11-18,Youngers,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,28.0,7.0,1.0,3.0,0.0,3.0,0.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,3.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,44.0,0.0,4.0,0.0,26.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0
2025-11-19,Elders,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.5,0.0,5.0,0.0,0.0,11.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,4.0,0.0,11.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0
2025-11-19,School Children,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2025-11-19,Younger Adults,0,0,0,0,0,2.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,25.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,5.0,2.0,0.0,20.0,2.0,0.0,2.0,0.0,31.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,51.0,0.0,4.0,0.0,0.0,14.0,0.0,7.0,2.0,0.0,1.0,3.0,0.0,0.0,28.0,0.0,8.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0
2025-11-19,Youngers,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,1.0,2.0,0.0,27.0,4.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,30.5,0.0,3.0,0.0,0.0,18.0,0.0,5.0,4.0,0.0,2.0,12.0,0.0,0.0,23.0,0.0,5.0,0.0,16.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0
2025-11-20,Elders,0,0,0,0,0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,7.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,0.0,4.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
2025-11-20,School Children,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-11-20,Younger Adults,0,0,0,0,0,9.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,1.0,0.0,4.0,0.0,15.0,2.0,0.0,6.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,34.0,0.0,5.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,52.0,0.0,9.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
2025-11-20,Youngers,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,2.0,0.0,2.0,0.0,8.0,0.0,0.0,3.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,3.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,1.0,13.0,0.0,0.0,43.0,0.0,5.0,0.0,17.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0
2025-11-21,Elders,0,0,0,0,0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,25.5,0.0,9.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,0.0,4.0,0.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
2025-11-21,School Children,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2025-11-21,Younger Adults,0,0,0,0,0,16.0,0.0,1.0,0.0,0.5,0.0,9.0,0.0,11.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,2.0,0.0,0.0,19.0,1.0,0.0,4.0,0.0,21.0,0.0,0.0,12.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,48.0,0.0,6.0,0.0,0.0,20.0,0.0,5.0,1.0,0.0,2.0,8.0,1.0,0.0,30.0,0.0,8.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0
2025-11-21,Youngers,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,3.0,1.0,3.0,0.0,11.0,0.0,0.0,7.0,3.0,7.0,0.0,1.0,4.0,0.0,0.0,28.5,0.0,4.0,0.0,0.0,27.0,0.0,3.0,1.0,0.0,2.0,28.0,0.0,0.0,25.0,0.0,5.0,0.0,17.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0
2025-11-22,Elders,0,0,0,0,0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,8.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,6.0,0.0,20.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2025-11-22,School Children,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-11-22,Younger Adults,0,0,0,0,0,16.0,0.0,1.0,0.0,2.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,5.0,0.0,0.0,19.0,6.0,0.0,7.0,0.0,23.0,1.0,0.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,48.0,0.0,6.0,0.0,0.0,17.0,0.0,10.0,1.0,0.0,1.0,4.0,1.0,0.0,15.0,0.0,13.0,0.0,17.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0
2025-11-22,Youngers,0,0,0,0,0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,0.0,2.0,0.0,0.0,25.0,11.0,0.0,5.0,0.0,12.0,0.0,0.0,5.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,28.5,0.0,4.0,0.0,0.0,24.0,0.0,6.0,1.0,0.0,1.0,14.0,1.0,0.0,12.0,0.0,8.0,0.0,31.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0
2025-11-23,Elders,0,0,0,0,0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.5,0.0,6.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
2025-11-23,School Children,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-11-23,Younger Adults,0,0,0,0,0,7.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,2.0,1.0,6.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,25.0,0.0,4.0,0.0,0.0,19.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,8.0,0.0,8.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0
2025-11-23,Youngers,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,5.0,1.0,3.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.5,0.0,3.0,0.0,0.0,25.0,0.0,2.0,0.0,0.0,1.0,15.0,0.0,0.0,7.0,0.0,5.0,0.0,22.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0
2025-11-24,Elders,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-24,School Children,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-24,Younger Adults,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-24,Youngers,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
