date,day_of_week,month,week_of_year,is_weekend,weather_type,holiday,month_period,before_holiday_flag,after_holiday_flag,product_name,target_units_sold,category,day,quarter,week_of_month,is_month_start,is_month_end,lag_1_units,lag_7_units,lag_14_units,lag_21_units,lag_28_units,rolling_mean_3,rolling_mean_7,rolling_mean_14,rolling_std_7,rolling_std_14,rolling_median_7,rolling_median_14,trend_1_7,trend_7_14,weighted_recent
2025-12-16,Tuesday,12,51,No,Cloudy,No,middle,No,No,Vegitable Roti,31.0,Meal,16,4,3,No,No,13.0,21.0,24.0,20.0,24.0,15.0,17.714285714285715,19.642857142857142,5.7652489311473145,5.930457796016229,17.0,20.5,-8.0,-3.0,16.5
2025-12-16,Tuesday,12,51,No,Cloudy,No,middle,No,No,Watter Bottle,2.0,Cold Beverage,16,4,3,No,No,5.0,8.0,3.0,2.0,2.0,5.333333333333333,6.285714285714286,4.857142857142857,2.8115408417381906,2.5975474485084464,5.0,4.5,-3.0,5.0,5.7
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,Bread,2.0,Meal,17,4,3,No,No,4.0,3.0,3.5,2.0,4.0,2.1666666666666665,2.142857142857143,2.392857142857143,1.248808956375558,1.5588281030777753,2.0,2.0,1.0,-0.5,3.65
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,Breakfast,14.0,Meal,17,4,3,No,No,10.5,11.5,12.0,14.0,12.5,6.5,8.857142857142858,10.5,4.079565803226756,3.6108809920103355,10.5,11.25,-1.0,-0.5,10.95
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,Bulath vita,6.0,Other,17,4,3,No,No,8.0,16.0,16.0,6.0,52.0,9.666666666666666,16.571428571428573,18.071428571428573,11.311603818750948,9.864187640256942,16.0,17.0,-8.0,0.0,11.2
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,Chicken Curry,3.0,Meal,17,4,3,No,No,4.0,5.0,4.0,3.0,0.0,2.6666666666666665,2.7142857142857144,2.2857142857142856,1.6035674514745464,1.4898926873369838,2.0,2.0,-1.0,1.0,4.3
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,Cigarette,34.0,Other,17,4,3,No,No,34.0,31.0,24.0,31.0,72.0,33.333333333333336,39.142857142857146,41.285714285714285,14.848440674905586,13.550069948321125,34.0,36.5,3.0,7.0,32.099999999999994
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,Dal Curry,8.0,Meal,17,4,3,No,No,8.0,6.0,7.0,9.0,7.0,6.0,6.714285714285714,6.357142857142857,2.214669705568271,1.9057460827371933,7.0,6.0,2.0,-1.0,7.3
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,Egg Rotti,37.0,Meal,17,4,3,No,No,59.0,45.0,48.0,44.0,57.0,50.0,48.142857142857146,48.857142857142854,9.940297973880046,9.121885288074537,47.0,47.5,14.0,-3.0,53.7
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,Hoppers,16.0,Meal,17,4,3,No,No,13.0,25.0,26.0,20.0,55.0,14.333333333333334,27.714285714285715,30.928571428571427,15.839973544951446,14.456642262105861,25.0,30.0,-12.0,-1.0,17.900000000000002
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,Kahata,25.0,Hot Beverage,17,4,3,No,No,30.0,14.0,17.0,24.0,1.0,24.333333333333332,21.571428571428573,22.357142857142858,7.457817885886434,7.044988866695819,20.0,22.5,16.0,-3.0,23.9
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,Plain Tea,56.5,Hot Beverage,17,4,3,No,No,89.5,72.0,86.5,50.5,111.0,67.66666666666667,75.92857142857143,79.10714285714286,18.260678545781953,17.801446107451024,72.0,80.25,17.5,-14.5,83.95
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,Roast bread,13.0,Meal,17,4,3,No,No,24.0,19.0,16.0,16.0,13.0,17.666666666666668,20.0,18.642857142857142,4.690415759823417,5.10817057207436,20.0,18.5,5.0,3.0,21.7
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,Rolls,61.0,Snack,17,4,3,No,No,39.0,65.0,78.0,72.0,49.0,51.333333333333336,59.57142857142857,61.214285714285715,15.788784446109677,15.67545151565916,65.0,62.5,-26.0,-13.0,50.7
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,Roti,17.0,Meal,17,4,3,No,No,7.0,5.0,6.0,16.0,15.0,7.0,8.571428571428571,10.857142857142858,4.9280538030458105,6.893220112290304,7.0,9.0,2.0,-1.0,6.300000000000001
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,Soft drinks,30.0,Cold Beverage,17,4,3,No,No,28.0,37.0,37.0,30.0,21.0,24.333333333333332,31.857142857142858,33.785714285714285,13.825442385068817,10.169173413414082,28.0,32.0,-9.0,0.0,31.599999999999998
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,String Hoppers,150.0,Meal,17,4,3,No,No,119.0,53.0,71.0,155.0,61.0,88.33333333333333,79.57142857142857,72.0,46.564854926067525,34.14899480444258,68.0,69.5,66.0,-18.0,94.39999999999998
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,Tea,18.0,Hot Beverage,17,4,3,No,No,14.0,26.0,28.0,18.0,18.0,15.333333333333334,20.285714285714285,21.5,5.468524655221183,5.064962601426202,20.0,21.0,-12.0,-2.0,19.0
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,Ulundu Wade,26.0,Snack,17,4,3,No,No,55.0,88.0,84.0,31.0,38.0,61.666666666666664,62.0,68.85714285714286,21.771541057077247,20.014829666859676,64.0,66.0,-33.0,4.0,67.8
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,Vegitable Roti,16.0,Meal,17,4,3,No,No,31.0,17.0,23.0,20.0,24.0,18.666666666666668,19.142857142857142,20.142857142857142,7.6469726347222196,6.5850313106801055,17.0,20.5,14.0,-6.0,25.999999999999996
2025-12-17,Wednesday,12,51,No,Rainy,No,middle,No,No,Watter Bottle,6.0,Cold Beverage,17,4,3,No,No,2.0,4.0,5.0,5.0,6.0,5.0,5.428571428571429,4.785714285714286,3.101458950082624,2.6654072117399994,5.0,4.5,-2.0,-1.0,2.9
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,Bread,5.0,Meal,18,4,3,No,No,2.0,1.5,6.5,6.5,1.5,2.1666666666666665,2.0,2.2857142857142856,1.1902380714238088,1.5281246137553166,2.0,2.0,0.5,-5.0,2.3
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,Breakfast,9.5,Meal,18,4,3,No,No,14.0,8.5,12.5,13.0,9.5,11.166666666666666,9.214285714285714,10.642857142857142,4.4427576164016935,3.7129118338191516,10.5,11.25,5.5,-4.0,12.2
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,Bulath vita,26.0,Other,18,4,3,No,No,6.0,12.0,22.0,27.0,11.0,10.333333333333334,15.142857142857142,17.357142857142858,12.005950905399255,10.374577973675274,12.0,17.0,-6.0,-10.0,9.399999999999999
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,Chicken Curry,2.0,Meal,18,4,3,No,No,3.0,4.0,3.0,2.0,5.0,3.0,2.4285714285714284,2.2142857142857144,1.2724180205607036,1.4238934396479699,2.0,2.0,-1.0,1.0,3.3
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,Cigarette,62.0,Other,18,4,3,No,No,34.0,24.0,58.0,78.0,24.0,31.666666666666668,39.57142857142857,42.0,14.615712354142978,12.812253749978801,34.0,36.5,10.0,-34.0,33.4
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,Dal Curry,5.0,Meal,18,4,3,No,No,8.0,9.0,5.0,4.0,9.0,7.666666666666667,7.0,6.428571428571429,2.2360679774997783,1.9499225118444647,8.0,6.0,-1.0,4.0,8.0
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,Egg Rotti,67.0,Meal,18,4,3,No,No,37.0,34.0,52.0,70.0,45.0,45.0,47.0,48.07142857142857,10.785793124908958,9.65930627955224,47.0,46.0,3.0,-18.0,37.6
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,Hoppers,56.0,Meal,18,4,3,No,No,16.0,28.0,53.0,66.0,27.0,13.0,26.428571428571427,30.214285714285715,16.450502959455292,14.957265131693696,20.0,30.0,-12.0,-25.0,23.3
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,Kahata,26.0,Hot Beverage,18,4,3,No,No,25.0,13.0,29.0,30.0,14.0,27.0,23.142857142857142,22.928571428571427,6.718843437888481,6.899992036943956,25.0,24.0,12.0,-16.0,21.799999999999997
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,Plain Tea,95.5,Hot Beverage,18,4,3,No,No,56.5,63.0,111.5,109.5,74.0,67.16666666666667,73.71428571428571,76.96428571428571,19.699528638305758,18.62944762147602,63.0,73.0,-6.5,-48.5,63.949999999999996
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,Roast bread,19.0,Meal,18,4,3,No,No,13.0,21.0,18.0,19.0,17.0,16.666666666666668,19.142857142857142,18.428571428571427,5.398412465054614,5.287347535016386,20.0,18.5,-8.0,3.0,15.9
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,Rolls,42.0,Snack,18,4,3,No,No,61.0,47.0,46.0,48.0,37.0,48.0,59.0,60.0,15.631165450257825,14.91514460075863,61.0,60.5,14.0,1.0,55.300000000000004
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,Roti,14.0,Meal,18,4,3,No,No,17.0,5.0,15.0,16.0,5.0,10.666666666666666,10.285714285714286,11.642857142857142,5.529143565818179,6.923840006785286,8.0,10.0,12.0,-10.0,13.2
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,Soft drinks,35.0,Cold Beverage,18,4,3,No,No,30.0,24.0,35.0,34.0,23.0,26.333333333333332,30.857142857142858,33.285714285714285,13.64341808869234,10.171064322407432,28.0,30.5,6.0,-11.0,28.7
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,String Hoppers,58.0,Meal,18,4,3,No,No,150.0,130.0,50.0,66.0,115.0,133.0,93.42857142857143,77.64285714285714,51.51005449701752,39.99732133888109,119.0,70.5,20.0,80.0,134.0
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,Tea,22.0,Hot Beverage,18,4,3,No,No,18.0,20.0,21.0,21.0,19.0,15.333333333333334,19.142857142857142,20.785714285714285,4.879500364742663,4.774589332780699,18.0,20.5,-2.0,-1.0,18.9
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,Ulundu Wade,85.0,Snack,18,4,3,No,No,26.0,39.0,83.0,91.0,39.0,49.0,53.142857142857146,64.71428571428571,22.041087173946835,22.489069383997222,55.0,65.0,-13.0,-44.0,35.599999999999994
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,Vegitable Roti,15.0,Meal,18,4,3,No,No,16.0,13.0,14.0,15.0,9.0,20.0,19.0,19.642857142857142,7.702813338860896,6.617077473153406,16.0,18.5,3.0,-1.0,14.9
2025-12-18,Thursday,12,51,No,Cloudy,No,middle,No,No,Watter Bottle,4.0,Cold Beverage,18,4,3,No,No,6.0,11.0,4.0,5.0,12.0,4.333333333333333,5.714285714285714,4.857142857142857,3.039423504234846,2.684919218298979,5.0,4.5,-5.0,7.0,7.3
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,Bread,1.0,Meal,19,4,3,No,No,5.0,1.0,2.0,3.0,1.0,3.6666666666666665,2.5,2.1785714285714284,1.6072751268321592,1.2342413250056279,2.0,2.0,4.0,-1.0,3.5
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,Breakfast,13.5,Meal,19,4,3,No,No,9.5,11.5,16.0,8.0,12.0,11.333333333333334,9.357142857142858,10.428571428571429,4.432026302139594,3.683941988065037,10.5,10.75,-2.0,-4.5,10.75
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,Bulath vita,21.0,Other,19,4,3,No,No,26.0,20.0,17.0,9.0,22.0,13.333333333333334,17.142857142857142,17.642857142857142,12.548951768023914,10.565598332885278,17.0,17.0,6.0,3.0,23.3
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,Chicken Curry,0.0,Meal,19,4,3,No,No,2.0,1.0,1.0,1.0,0.0,3.0,2.142857142857143,2.142857142857143,1.0690449676496978,1.4064216928154862,2.0,2.0,1.0,0.0,1.6
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,Cigarette,60.0,Other,19,4,3,No,No,62.0,56.0,50.0,8.0,61.0,43.333333333333336,45.0,42.285714285714285,14.92201952373291,13.234154946306804,39.0,36.5,6.0,6.0,59.0
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,Dal Curry,5.0,Meal,19,4,3,No,No,5.0,5.0,6.0,7.0,4.0,7.0,6.428571428571429,6.428571428571429,2.149196970742227,1.9499225118444647,7.0,6.0,0.0,-1.0,5.1
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,Egg Rotti,54.0,Meal,19,4,3,No,No,67.0,47.0,45.0,22.0,53.0,54.333333333333336,51.714285714285715,49.142857142857146,11.353623294119002,10.882994093518562,52.0,46.0,20.0,2.0,58.8
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,Hoppers,46.0,Meal,19,4,3,No,No,56.0,48.0,37.0,29.0,37.0,28.333333333333332,30.428571428571427,30.428571428571427,19.93202735011454,15.32576656742235,20.0,30.0,8.0,11.0,51.7
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,Kahata,30.0,Hot Beverage,19,4,3,No,No,26.0,31.0,22.0,7.0,28.0,27.0,25.0,22.714285714285715,5.033222956847159,6.741702266531009,26.0,24.0,-5.0,9.0,27.099999999999998
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,Plain Tea,112.0,Hot Beverage,19,4,3,No,No,95.5,100.5,89.5,26.5,104.0,80.5,78.35714285714286,75.82142857142857,20.56435890425125,16.743089438811584,89.5,73.0,-5.0,11.0,96.39999999999999
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,Roast bread,22.0,Meal,19,4,3,No,No,19.0,20.0,26.0,0.0,22.0,18.666666666666668,18.857142857142858,18.5,5.3363086938623,5.287867099458756,19.0,19.0,-1.0,-6.0,20.0
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,Rolls,69.0,Snack,19,4,3,No,No,42.0,74.0,60.0,16.0,72.0,47.333333333333336,58.285714285714285,59.714285714285715,16.36779648898295,15.238759143046426,61.0,60.5,-32.0,14.0,53.4
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,Roti,9.0,Meal,19,4,3,No,No,14.0,10.0,26.0,3.0,10.0,12.666666666666666,11.571428571428571,11.571428571428571,5.126959555693246,6.891625751192931,10.0,10.0,4.0,-16.0,14.0
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,Soft drinks,44.0,Cold Beverage,19,4,3,No,No,35.0,61.0,41.0,9.0,49.0,31.0,32.42857142857143,33.285714285714285,13.35236736634049,10.171064322407432,28.0,30.5,-26.0,20.0,43.4
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,String Hoppers,67.0,Meal,19,4,3,No,No,58.0,68.0,73.0,49.0,67.0,109.0,83.14285714285714,78.21428571428571,50.16116881755107,39.62745468529569,68.0,70.5,-10.0,-5.0,62.5
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,Tea,26.0,Hot Beverage,19,4,3,No,No,22.0,22.0,25.0,6.0,18.0,18.0,19.428571428571427,20.857142857142858,4.995235825502229,4.785509262460876,18.0,20.5,0.0,-3.0,22.299999999999997
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,Ulundu Wade,36.0,Snack,19,4,3,No,No,85.0,33.0,98.0,12.0,39.0,55.333333333333336,59.714285714285715,64.85714285714286,23.900587759260134,22.620131071024524,64.0,65.0,52.0,-65.0,70.7
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,Vegitable Roti,23.0,Meal,19,4,3,No,No,15.0,28.0,32.0,8.0,28.0,20.666666666666668,19.285714285714285,19.714285714285715,7.476948702830714,6.5566005665291955,16.0,18.5,-13.0,-4.0,20.599999999999998
2025-12-19,Friday,12,51,No,Hot,No,middle,No,No,Watter Bottle,6.0,Cold Beverage,19,4,3,No,No,4.0,5.0,1.0,1.0,5.0,4.0,4.714285714285714,4.857142857142857,1.9760470401187067,2.684919218298979,5.0,4.5,-1.0,4.0,4.0
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,Bread,1.0,Meal,20,4,3,No,No,1.0,3.0,2.5,2.5,2.5,2.6666666666666665,2.5,2.107142857142857,1.6072751268321592,1.2736768613948934,2.0,1.75,-2.0,0.5,1.75
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,Breakfast,17.0,Meal,20,4,3,No,No,13.5,11.0,10.5,10.5,11.0,12.333333333333334,9.642857142857142,10.25,4.652188425123939,3.446012188022556,10.5,10.75,2.5,0.5,12.45
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,Bulath vita,28.0,Other,20,4,3,No,No,21.0,39.0,34.0,31.0,32.0,17.666666666666668,17.285714285714285,17.928571428571427,12.592514783450866,10.600901889892242,17.0,18.0,-18.0,5.0,27.699999999999996
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,Chicken Curry,2.0,Meal,20,4,3,No,No,0.0,1.0,1.0,1.0,1.0,1.6666666666666667,2.0,2.0714285714285716,1.2909944487358058,1.4917354742965405,2.0,2.0,-1.0,0.0,0.4
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,Cigarette,52.0,Other,20,4,3,No,No,60.0,63.0,54.0,59.0,58.0,52.0,45.57142857142857,43.0,15.479633316685735,13.933909937768576,39.0,36.5,-3.0,9.0,60.3
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,Dal Curry,5.0,Meal,20,4,3,No,No,5.0,9.0,9.0,8.0,8.0,6.0,6.428571428571429,6.357142857142857,2.149196970742227,1.9848325973644387,7.0,6.0,-4.0,0.0,6.6
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,Egg Rotti,80.0,Meal,20,4,3,No,No,54.0,61.0,64.0,61.0,54.0,52.666666666666664,52.714285714285715,49.785714285714285,11.1760798988179,10.88526577484493,54.0,49.5,-7.0,-3.0,57.1
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,Hoppers,40.0,Meal,20,4,3,No,No,46.0,50.0,46.0,43.0,41.0,39.333333333333336,30.142857142857142,31.071428571428573,19.650517986629687,15.803915219455465,20.0,30.0,-4.0,4.0,47.199999999999996
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,Kahata,16.0,Hot Beverage,20,4,3,No,No,30.0,20.0,26.0,28.0,19.0,27.0,24.857142857142858,23.285714285714285,4.8452234702013905,7.010196655077305,26.0,25.5,10.0,-6.0,26.6
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,Plain Tea,85.0,Hot Beverage,20,4,3,No,No,112.0,93.0,91.0,104.0,104.5,88.0,80.0,77.42857142857143,22.94921930407802,19.07460771131766,89.5,73.0,19.0,2.0,104.19999999999999
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,Roast bread,9.0,Meal,20,4,3,No,No,22.0,27.0,22.0,23.0,20.0,18.0,19.142857142857142,18.214285714285715,5.459809869356596,4.94863728606279,19.0,19.0,-5.0,5.0,23.499999999999996
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,Rolls,63.0,Snack,20,4,3,No,No,69.0,77.0,71.0,71.0,62.0,57.333333333333336,57.57142857142857,60.357142857142854,15.66159999124339,15.440242838151857,61.0,63.0,-8.0,6.0,71.6
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,Roti,21.0,Meal,20,4,3,No,No,9.0,19.0,21.0,19.0,19.0,13.333333333333334,11.428571428571429,10.357142857142858,5.19156825558337,5.5137191532665994,9.0,9.5,-10.0,-2.0,13.2
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,Soft drinks,26.0,Cold Beverage,20,4,3,No,No,44.0,28.0,31.0,29.0,25.0,36.333333333333336,30.0,33.5,7.593857166596354,10.37563714447677,28.0,30.5,16.0,-3.0,37.9
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,String Hoppers,49.0,Meal,20,4,3,No,No,67.0,41.0,45.0,39.0,33.0,91.66666666666667,83.0,77.78571428571429,50.2128801537348,39.72052089562496,67.0,67.5,26.0,-4.0,56.99999999999999
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,Tea,28.0,Hot Beverage,20,4,3,No,No,26.0,28.0,21.0,24.0,28.0,22.0,20.0,20.928571428571427,5.537749241945386,4.859000937424281,18.0,20.5,-2.0,7.0,26.1
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,Ulundu Wade,56.0,Snack,20,4,3,No,No,36.0,89.0,88.0,74.0,71.0,49.0,60.142857142857146,60.42857142857143,23.36256672134986,21.682017666949022,64.0,61.5,-53.0,1.0,57.099999999999994
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,Vegitable Roti,21.0,Meal,20,4,3,No,No,23.0,20.0,21.0,18.0,17.0,18.0,18.571428571428573,19.071428571428573,6.704653678780207,5.635932599289691,16.0,18.5,3.0,-1.0,21.9
2025-12-20,Saturday,12,51,Yes,Hot,No,middle,No,No,Watter Bottle,3.0,Cold Beverage,20,4,3,No,No,6.0,3.0,3.0,3.0,3.0,5.333333333333333,4.857142857142857,5.214285714285714,2.035400978396429,2.4550911444328336,5.0,5.0,3.0,0.0,4.8
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,Bread,2.0,Meal,21,4,3,No,No,1.0,2.0,1.5,2.0,2.0,2.3333333333333335,2.2142857142857144,2.0,1.679710859472121,1.3008872711759814,2.0,1.5,-1.0,0.5,1.35
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,Breakfast,0.0,Meal,21,4,3,No,No,17.0,0.0,13.0,0.0,0.0,13.333333333333334,10.5,10.714285714285714,5.431390245600109,3.8913824205360688,10.5,11.25,17.0,-13.0,11.5
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,Bulath vita,3.0,Other,21,4,3,No,No,28.0,4.0,24.0,4.0,4.0,25.0,15.714285714285714,17.5,9.810101693565427,10.005767567527473,17.0,18.0,24.0,-20.0,20.4
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,Chicken Curry,2.0,Meal,21,4,3,No,No,2.0,2.0,0.0,2.0,2.0,1.3333333333333333,2.142857142857143,2.142857142857143,1.214985792587912,1.4600918230947433,2.0,2.0,0.0,2.0,1.7999999999999998
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,Cigarette,37.0,Other,21,4,3,No,No,52.0,39.0,34.0,31.0,37.0,58.0,44.0,42.857142857142854,13.892443989449788,13.822262660467162,39.0,36.5,13.0,5.0,46.3
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,Dal Curry,4.0,Meal,21,4,3,No,No,5.0,3.0,5.0,4.0,4.0,5.0,5.857142857142857,6.071428571428571,1.8644544714715934,1.8590438284354625,5.0,5.5,2.0,-2.0,4.4
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,Egg Rotti,54.0,Meal,21,4,3,No,No,80.0,52.0,37.0,53.0,49.0,67.0,55.42857142857143,50.92857142857143,15.131172490999512,13.105866482752509,54.0,49.5,28.0,15.0,67.3
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,Hoppers,22.0,Meal,21,4,3,No,No,40.0,20.0,12.0,24.0,21.0,47.333333333333336,28.714285714285715,30.642857142857142,18.282179717913696,15.445224020872757,20.0,30.0,20.0,8.0,31.2
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,Kahata,16.0,Hot Beverage,21,4,3,No,No,16.0,17.0,12.0,15.0,14.0,24.0,24.285714285714285,22.571428571428573,5.6778600932125105,7.2187180378437015,26.0,24.0,-1.0,5.0,15.899999999999999
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,Plain Tea,68.5,Hot Beverage,21,4,3,No,No,85.0,58.0,56.0,61.0,54.0,97.5,78.85714285714286,77.0,22.38622025137021,18.811821160765252,85.0,73.0,27.0,2.0,74.0
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,Roast bread,13.0,Meal,21,4,3,No,No,9.0,16.0,17.0,14.0,14.0,16.666666666666668,16.571428571428573,17.285714285714285,5.380741673076383,5.384144406403947,16.0,18.0,-7.0,-1.0,11.899999999999999
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,Rolls,67.0,Snack,21,4,3,No,No,63.0,71.0,59.0,90.0,67.0,58.0,55.57142857142857,59.785714285714285,13.513661517851055,15.161583900556932,61.0,62.0,-8.0,12.0,65.0
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,Roti,7.0,Meal,21,4,3,No,No,21.0,6.0,11.0,7.0,7.0,14.666666666666666,11.714285714285714,10.357142857142858,5.707138387268052,5.5137191532665994,9.0,9.5,15.0,-5.0,15.499999999999998
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,Soft drinks,30.0,Cold Beverage,21,4,3,No,No,26.0,24.0,30.0,31.0,26.0,35.0,29.714285714285715,33.142857142857146,7.718252948137209,10.552849727094443,28.0,30.0,2.0,-6.0,25.799999999999997
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,String Hoppers,18.0,Meal,21,4,3,No,No,49.0,16.0,53.0,19.0,18.0,58.0,84.14285714285714,78.07142857142857,49.178005149418084,39.48020786656033,67.0,67.5,33.0,-37.0,39.5
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,Tea,18.0,Hot Beverage,21,4,3,No,No,28.0,18.0,17.0,15.0,18.0,25.333333333333332,20.0,21.428571428571427,5.537749241945386,5.214097542893986,18.0,21.0,10.0,1.0,23.9
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,Ulundu Wade,62.0,Snack,21,4,3,No,No,56.0,64.0,59.0,64.0,51.0,59.0,55.42857142857143,58.142857142857146,19.594702879920913,20.1870375121384,56.0,57.5,-8.0,5.0,58.699999999999996
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,Vegitable Roti,12.0,Meal,21,4,3,No,No,21.0,12.0,16.0,12.0,11.0,19.666666666666668,18.714285714285715,19.071428571428573,6.750661343263235,5.635932599289691,16.0,18.5,9.0,-4.0,17.8
2025-12-21,Sunday,12,51,Yes,Rainy,No,end,No,No,Watter Bottle,8.0,Cold Beverage,21,4,3,No,No,3.0,8.0,3.0,9.0,7.0,4.333333333333333,4.857142857142857,5.214285714285714,2.035400978396429,2.4550911444328336,5.0,5.0,-5.0,5.0,4.499999999999999
2025-12-22,Monday,12,52,No,Rainy,No,end,No,No,Bread,0.0,Meal,22,4,4,No,No,2.0,0.5,1.0,0.5,1.0,1.3333333333333333,2.2142857142857144,2.0357142857142856,1.679710859472121,1.2929436556568488,2.0,1.75,1.5,-0.5,1.45
2025-12-22,Monday,12,52,No,Rainy,No,end,No,No,Breakfast,0.0,Meal,22,4,4,No,No,0.0,9.0,8.5,10.0,0.0,10.166666666666666,10.5,9.785714285714286,5.431390245600109,4.758451128556133,10.5,10.75,-9.0,0.5,3.55
2025-12-22,Monday,12,52,No,Rainy,No,end,No,No,Bulath vita,0.0,Other,22,4,4,No,No,3.0,17.0,19.0,20.0,0.0,17.333333333333332,15.571428571428571,16.0,10.014275524755362,10.517384875309292,17.0,16.5,-14.0,-2.0,8.799999999999999
