date,day_of_week,month,week_of_year,is_weekend,weather_type,holiday,month_period,Beedi,Bite Packet,Boil Egg,Bread,Breakfast,Bulath vita,Buns,Chicken Curry,Cigarette,Coffee,Cream Bun,Dal Curry,Egg Bun,Egg Rotti,Fish Bun,Flat Bread,Halapa,Hoppers,Jam bun,Kahata,Lavariya,Milk Packet,Milk Plain Tea,Milk Toffee,Milo Tea,Pancake,Plain Tea,Roast bread,Rock Cake,Rolls,Roti,Sesame roll,Soft drinks,Soft drinks Cup,Spanchi,String Hoppers,Tea,Ulundu Wade,Vegitable Roti,Wade,Watter Bottle,Yogurt
2025-12-29,Monday,12,1,No,Rainy,No,end,4,0,1,0.5,9.0,18.0,1,2.0,45.0,0,6,4.0,0,46.0,14,2,6,36.0,0,26.0,4,1,0,0,7,0,64.5,15.0,0,48.0,13.0,0,40.0,2,1,87.0,18.0,63.0,25.0,0,5.0,1
2025-12-30,Tuesday,12,1,No,Cloudy,No,end,4,0,0,4.0,11.0,9.0,1,5.0,37.0,0,4,11.0,1,72.0,14,1,11,13.0,5,28.0,0,2,0,2,0,1,94.0,24.0,0,54.0,8.0,0,28.0,0,0,125.0,14.0,58.0,24.0,0,2.0,1
2025-12-31,Wednesday,12,1,No,Rainy,No,end,24,0,1,1.5,9.5,14.0,0,3.0,39.0,0,0,7.0,5,54.0,23,3,6,25.0,4,28.0,4,12,0,0,0,0,97.0,23.0,0,50.0,19.0,0,45.0,1,1,114.0,17.0,55.0,23.0,0,10.0,1
2026-01-01,Thursday,1,1,No,Hot,Yes,start,3,0,0,2.5,15.5,16.0,0,7.0,35.0,3,3,12.0,0,41.0,26,5,6,12.0,1,36.0,4,6,0,0,2,0,90.5,21.0,0,48.0,5.0,4,22.0,0,1,127.0,19.0,82.0,24.0,0,1.0,0
2026-01-02,Friday,1,1,No,Hot,No,start,8,0,0,2.0,17.0,15.0,0,1.0,50.0,1,0,6.0,0,62.0,16,4,7,28.0,4,28.0,12,15,0,0,7,0,107.5,31.0,0,64.0,24.0,0,35.0,1,6,68.0,24.0,85.0,34.0,0,1.0,1
2026-01-03,Saturday,1,1,Yes,Hot,No,start,18,0,0,1.0,18.0,27.0,0,2.0,57.0,1,0,6.0,0,87.0,10,0,4,47.0,1,13.0,7,19,0,0,0,1,85.5,9.0,0,70.0,24.0,0,32.0,2,4,55.0,29.0,61.0,21.0,0,4.0,2
2026-01-04,Sunday,1,1,Yes,Hot,No,start,2,0,0,2.5,14.5,19.0,0,4.0,33.0,1,2,9.0,0,44.0,15,1,1,35.0,0,26.0,16,8,0,5,0,0,78.5,13.0,0,100.0,14.0,2,39.0,3,2,93.0,29.0,65.0,23.0,0,5.0,0
2026-01-05,Monday,1,2,No,Cloudy,No,start,0,0,0,1.0,0.0,19.0,0,0.0,19.0,0,0,0.0,1,26.0,0,0,5,0.0,0,20.0,3,5,0,0,0,0,37.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,9.0,0.0,0.0,0,0.0,0
2026-01-06,Tuesday,1,2,No,Hot,No,start,11,0,0,1.0,10.5,18.0,0,0.0,34.0,2,1,7.0,0,33.0,10,1,1,26.0,3,24.0,8,8,0,2,0,1,64.0,18.0,0,32.0,14.0,0,25.0,0,0,64.0,15.0,47.0,7.0,0,4.0,0
2026-01-07,Wednesday,1,2,No,Cloudy,No,start,24,0,0,1.5,11.0,15.0,0,3.0,35.0,0,1,7.0,6,52.0,22,3,6,29.0,5,29.0,4,9,0,0,0,0,96.0,21.0,0,50.0,21.0,1,40.0,1,1,132.0,15.0,47.0,22.0,0,9.0,1
2026-01-08,Thursday,1,2,No,Hot,No,start,9,0,0,1.0,9.5,21.0,2,8.0,36.0,0,2,6.0,0,39.0,15,2,7,40.0,2,23.0,2,4,0,1,0,1,72.5,13.0,1,64.0,17.0,3,46.0,3,0,106.0,27.0,71.0,18.0,0,4.0,1
2026-01-09,Friday,1,2,No,Hot,No,start,8,0,0,2.0,15.5,14.0,0,1.0,49.0,1,0,7.0,0,57.0,16,3,6,31.0,3,31.0,10,16,0,0,5,0,93.5,24.0,0,61.0,23.0,0,40.0,0,7,54.0,23.0,76.0,34.0,0,1.0,0
2026-01-10,Saturday,1,2,Yes,Hot,No,start,0,0,0,2.5,17.5,29.0,0,6.0,35.0,1,2,8.0,0,50.0,11,1,10,32.0,0,24.0,6,7,0,0,4,0,72.5,23.0,0,35.0,10.0,0,13.0,1,1,115.0,19.0,37.0,13.0,0,3.0,1
2026-01-11,Sunday,1,2,Yes,Hot,No,middle,2,0,0,2.0,14.5,19.0,0,3.0,29.0,0,2,7.0,0,50.0,16,1,1,30.0,0,19.0,13,12,0,5,0,0,69.5,12.0,0,73.0,13.0,2,32.0,2,2,84.0,27.0,46.0,24.0,0,5.0,0
2026-01-12,Monday,1,3,No,Cloudy,No,middle,0,0,0,0.5,10.5,20.0,0,0.0,22.0,2,0,8.0,0,35.0,13,0,7,13.0,1,31.0,5,10,0,29,5,0,69.5,13.0,0,37.0,8.0,0,25.0,0,1,137.0,16.0,65.0,14.0,0,6.0,1
2026-01-13,Tuesday,1,3,No,Hot,No,middle,7,0,0,2.5,13.0,14.0,0,6.0,30.0,0,1,9.0,0,45.0,16,4,10,45.0,2,23.0,3,13,0,1,2,2,76.5,22.0,0,47.0,3.0,1,31.0,1,1,88.0,25.0,46.0,12.0,0,0.0,1
2026-01-14,Wednesday,1,3,No,Cloudy,No,middle,2,0,0,3.0,10.5,12.0,0,2.0,34.0,0,3,7.0,0,50.0,19,4,7,15.0,1,25.0,3,3,0,5,0,0,85.0,17.0,0,52.0,6.0,0,19.0,2,0,52.0,19.0,28.0,19.0,0,7.0,0
2026-01-15,Thursday,1,3,No,Hot,No,middle,12,0,1,1.5,8.5,14.0,0,5.0,27.0,0,1,10.0,0,39.0,4,1,8,28.0,2,15.0,3,9,0,2,0,1,66.0,22.0,0,47.0,6.0,0,26.0,2,0,116.0,20.0,52.0,14.0,0,12.0,1
2026-01-16,Friday,1,3,No,Hot,No,middle,4,0,0,2.5,11.0,9.0,1,1.0,9.0,1,0,7.0,0,19.0,2,0,3,28.0,0,6.0,4,0,0,0,0,0,24.5,0.0,0,18.0,2.0,0,10.0,0,0,40.0,5.0,13.0,7.0,0,1.0,0
2026-01-17,Saturday,1,3,Yes,Hot,No,middle,9,0,3,1.5,10.0,15.0,0,3.0,23.0,0,2,7.0,0,46.0,13,5,7,20.0,3,32.0,6,8,0,4,0,2,65.0,28.0,1,64.0,11.0,2,35.0,4,1,92.0,28.0,77.0,18.0,0,3.0,0
2026-01-18,Sunday,1,3,Yes,Hot,No,middle,6,0,1,5.0,12.0,20.0,6,1.0,63.0,0,11,14.0,0,74.0,22,0,9,39.0,5,20.0,4,23,0,2,2,2,85.0,51.0,0,78.0,7.0,0,42.0,4,1,63.0,35.0,103.0,32.0,0,9.0,0
2026-01-19,Monday,1,4,No,Cloudy,No,middle,8,0,0,0.0,0.0,0.0,0,2.0,0.0,0,0,5.0,0,40.0,0,0,0,16.0,1,0.0,0,0,0,0,0,0,0.0,13.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
2026-01-20,Tuesday,1,4,No,Hot,No,middle,6,1,0,2.0,14.0,12.0,0,5.0,37.0,0,1,9.0,0,47.0,19,4,9,44.0,2,22.0,3,13,0,1,1,2,72.5,23.0,0,52.0,4.0,0,33.0,1,0,88.0,29.0,43.0,15.0,0,5.0,1
2026-01-21,Wednesday,1,4,No,Cloudy,No,end,3,1,0,4.5,14.5,54.0,2,0.0,73.0,0,1,8.0,6,70.0,7,0,5,56.0,1,1.0,3,7,12,0,1,0,135.5,14.0,1,49.0,16.0,6,25.0,6,0,83.0,16.0,46.0,16.0,1,5.0,1
2026-01-22,Thursday,1,4,No,Hot,No,end,11,0,1,2.0,17.0,20.0,0,3.0,35.0,2,0,9.0,0,53.0,9,4,8,14.0,1,34.0,0,17,0,1,0,0,87.5,24.0,0,41.0,16.0,0,40.0,0,1,160.0,22.0,90.0,33.0,0,6.0,2
2026-01-23,Friday,1,4,No,Hot,No,end,22,0,1,1.0,11.0,19.0,1,0.0,61.0,0,0,6.0,0,59.0,7,0,10,47.0,0,32.0,5,9,0,3,9,0,97.5,28.0,0,68.0,11.0,2,41.0,8,1,60.0,20.0,36.0,33.0,0,5.0,0
2026-01-24,Saturday,1,4,Yes,Hot,No,end,11,0,3,2.0,10.5,20.0,0,3.0,27.0,1,1,7.0,0,52.0,15,5,7,23.0,3,31.0,5,11,0,3,0,2,57.5,26.0,0,70.0,12.0,2,36.0,5,1,73.0,23.0,67.0,18.0,0,4.0,0
2026-01-25,Sunday,1,4,Yes,Hot,No,end,2,0,1,2.0,12.5,16.0,0,4.0,32.0,0,2,7.0,0,45.0,11,1,1,35.0,2,23.0,15,10,0,4,0,0,69.5,12.0,0,74.0,14.0,2,24.0,3,2,65.0,26.0,53.0,23.0,0,5.0,0
2026-01-26,Monday,1,5,No,Cloudy,No,end,4,0,1,1.0,11.0,18.0,1,2.0,39.0,0,6,5.0,0,52.0,18,2,6,36.0,0,23.0,3,1,0,0,8,0,66.5,15.0,0,57.0,11.0,0,33.0,0,1,99.0,23.0,65.0,22.0,0,5.0,1
2026-01-27,Tuesday,1,5,No,Hot,No,end,7,0,0,1.5,11.0,8.0,3,2.0,56.0,0,4,7.0,0,59.0,8,0,7,44.0,1,36.0,0,2,0,1,0,0,91.0,13.0,0,87.0,3.0,0,57.0,8,2,100.0,34.0,64.0,30.0,0,9.0,2
2026-01-28,Wednesday,1,5,No,Cloudy,No,end,4,0,1,3.0,12.5,18.0,0,6.0,29.0,0,0,7.0,0,57.0,23,9,4,22.0,1,20.0,4,6,0,0,0,0,82.5,23.0,0,81.0,6.0,4,38.0,1,0,64.0,30.0,87.0,19.0,0,5.0,1
2026-01-29,Thursday,1,5,No,Hot,No,end,11,0,1,2.5,18.5,36.0,1,4.0,49.0,2,0,11.0,0,67.0,11,6,8,15.0,1,39.0,0,17,0,2,0,0,98.0,27.0,0,51.0,17.0,0,40.0,0,0,172.0,28.0,112.0,34.0,0,6.0,2
2026-01-30,Friday,1,5,No,Hot,No,end,14,0,0,4.0,9.0,13.0,2,3.0,28.0,0,2,11.0,0,60.0,14,0,13,18.0,5,28.0,5,0,0,1,15,0,77.0,19.0,1,68.0,10.0,4,43.0,1,1,67.0,22.0,57.0,29.0,0,4.0,4
2026-01-31,Saturday,1,5,Yes,Hot,No,end,7,0,0,2.5,16.0,26.0,0,6.0,31.0,0,2,8.0,0,49.0,14,1,11,36.0,0,21.0,5,6,0,0,4,0,98.5,20.0,0,62.0,9.0,0,13.0,1,1,113.0,21.0,51.0,10.0,0,2.0,1
2026-02-01,Sunday,2,5,Yes,Hot,No,start,2,0,0,2.5,16.5,17.0,0,4.0,35.0,1,2,10.0,0,55.0,15,1,1,33.0,0,19.0,15,10,0,4,0,0,80.5,16.0,0,77.0,16.0,3,49.0,2,2,86.0,28.0,63.0,24.0,0,5.0,0
2026-02-02,Monday,2,6,No,Cloudy,No,start,0,0,0,1.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,45.0,0,1,0,0.0,2,13.0,3,6,0,1,0,0,0.0,0.0,0,0.0,0.0,1,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,0
2026-02-03,Tuesday,2,6,No,Hot,No,start,8,0,0,2.0,13.5,8.0,4,3.0,55.0,0,3,7.0,0,74.0,8,0,6,41.0,1,28.0,0,3,0,1,1,0,92.5,8.0,0,84.0,4.0,0,61.0,8,3,88.0,38.0,67.0,27.0,0,8.0,3
2026-02-04,Wednesday,2,6,No,Hot,Yes,start,4,0,0,5.5,15.5,68.0,3,0.0,83.0,0,1,11.0,6,80.0,10,0,7,73.0,0,1.0,4,9,13,0,0,0,150.5,18.0,0,65.0,18.0,9,37.0,7,1,96.0,23.0,60.0,28.0,1,9.0,1
2026-02-05,Thursday,2,6,No,Hot,No,start,11,0,1,2.0,9.5,17.0,0,4.0,22.0,0,1,10.0,0,46.0,4,0,7,23.0,2,14.0,4,11,0,2,0,1,79.0,22.0,0,51.0,7.0,0,35.0,3,0,150.0,23.0,53.0,12.0,0,14.0,1
2026-02-06,Friday,2,6,No,Hot,No,start,22,0,1,1.0,12.5,21.0,1,0.0,69.0,0,0,5.0,0,50.0,7,0,10,51.0,0,32.0,5,10,0,4,12,0,85.5,23.0,0,82.0,11.0,2,37.0,7,1,64.0,19.0,33.0,27.0,0,6.0,0
2026-02-07,Saturday,2,6,Yes,Cloudy,No,start,13,0,0,1.0,19.0,35.0,0,2.0,49.0,1,0,5.0,0,73.0,8,0,3,44.0,1,13.0,4,15,0,0,0,1,68.0,7.0,0,76.0,23.0,0,25.0,2,5,56.0,26.0,50.0,20.0,0,3.0,2
2026-02-08,Sunday,2,6,Yes,Hot,No,start,11,0,0,2.5,0.0,4.0,0,2.0,39.0,0,0,5.0,0,53.0,10,2,11,21.0,0,16.0,0,0,0,0,5,1,60.5,19.0,0,102.0,8.0,0,30.0,3,0,24.0,19.0,68.0,13.0,0,10.0,1
2026-02-09,Monday,2,7,No,Cloudy,No,start,6,1,0,0.5,10.5,20.0,0,3.0,24.0,2,0,7.0,0,51.0,12,0,7,14.0,1,33.0,5,11,1,24,5,0,56.5,14.0,0,37.0,9.0,0,22.0,0,1,127.0,17.0,67.0,14.0,0,7.0,0
2026-02-10,Tuesday,2,7,No,Hot,No,start,11,0,0,1.0,10.0,16.0,1,0.0,36.0,2,1,8.0,0,30.0,11,0,1,24.0,3,30.0,9,7,0,2,0,1,73.0,15.0,0,35.0,13.0,0,30.0,2,0,72.0,14.0,41.0,8.0,0,5.0,1
2026-02-11,Wednesday,2,7,No,Hot,No,middle,14,0,0,2.5,14.5,7.0,0,3.0,37.0,1,0,8.0,0,48.0,13,1,8,23.0,2,27.0,4,13,1,1,0,0,60.0,16.0,0,81.0,16.0,1,30.0,1,0,169.0,20.0,28.0,22.0,0,5.0,2
2026-02-12,Thursday,2,7,No,Hot,No,middle,2,0,0,2.0,11.0,12.0,0,6.0,29.0,2,2,9.0,0,26.0,21,4,5,10.0,1,29.0,0,4,1,1,0,0,88.0,18.0,0,45.0,5.0,3,21.0,0,1,106.0,16.0,71.0,19.0,0,1.0,1
2026-02-13,Friday,2,7,No,Hot,No,middle,20,0,1,1.5,12.5,19.0,1,0.0,60.0,0,0,5.0,0,52.0,7,1,9,58.0,0,32.0,4,12,0,4,9,0,94.5,27.0,0,83.0,10.0,2,44.0,6,1,74.0,26.0,41.0,34.0,0,5.0,0
2026-02-14,Saturday,2,7,Yes,Cloudy,No,middle,23,0,2,2.5,11.0,30.0,0,1.0,67.0,0,1,8.0,0,58.0,29,1,15,45.0,1,23.0,3,11,0,0,2,2,96.5,25.0,0,80.0,21.0,2,28.0,2,2,34.0,24.0,79.0,22.0,0,3.0,0
2026-02-15,Sunday,2,7,Yes,Hot,No,middle,6,0,1,4.0,14.0,23.0,8,0.0,61.0,0,10,9.0,0,84.0,17,0,9,39.0,4,17.0,5,22,0,2,2,2,69.0,49.0,0,85.0,7.0,1,37.0,5,0,52.0,34.0,104.0,30.0,0,10.0,0
2026-02-16,Monday,2,8,No,Cloudy,No,middle,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0,0,0.0,0,51.0,0,1,0,0.0,0,0.0,4,4,0,0,0,0,0.0,0.0,0,0.0,0.0,0,14.0,0,0,69.0,0.0,0.0,12.0,0,0.0,0
2026-02-17,Tuesday,2,8,No,Hot,No,middle,6,0,0,2.0,13.0,14.0,0,5.0,39.0,0,0,9.0,0,42.0,16,3,9,41.0,2,24.0,3,13,0,1,0,2,62.0,20.0,1,51.0,4.0,1,28.0,1,0,80.0,20.0,47.0,14.0,0,0.0,1
2026-02-18,Wednesday,2,8,No,Hot,No,middle,26,0,0,2.0,10.5,18.0,0,4.0,46.0,0,0,7.0,6,52.0,19,3,7,28.0,4,33.0,5,13,0,0,0,0,102.5,22.0,0,56.0,24.0,0,50.0,1,1,125.0,22.0,61.0,28.0,0,10.0,1
2026-02-19,Thursday,2,8,No,Hot,No,middle,11,0,1,2.5,15.5,30.0,0,3.0,42.0,2,0,10.0,0,57.0,11,4,8,10.0,1,31.0,0,14,0,0,0,0,106.0,22.0,0,40.0,17.0,1,37.0,0,1,174.0,25.0,94.0,36.0,0,6.0,2
2026-02-20,Friday,2,8,No,Hot,No,middle,12,0,0,4.5,8.5,17.0,2,4.0,28.0,0,2,10.0,0,61.0,11,0,9,23.0,5,27.0,4,0,0,0,15,0,78.0,18.0,1,66.0,8.0,3,46.0,1,1,63.0,21.0,66.0,30.0,0,5.0,4
2026-02-21,Saturday,2,8,Yes,Cloudy,No,end,4,0,1,2.0,16.0,23.0,0,6.0,34.0,0,2,7.0,0,43.0,12,1,10,38.0,0,25.0,5,5,0,0,5,0,84.0,21.0,0,48.0,8.0,0,11.0,1,1,114.0,19.0,51.0,14.0,0,2.0,1
2026-02-22,Sunday,2,8,Yes,Hot,No,end,2,0,0,2.5,14.0,17.0,0,4.0,31.0,0,3,8.0,0,52.0,11,1,1,35.0,0,20.0,13,10,0,5,0,0,68.0,14.0,0,79.0,13.0,2,38.0,2,2,82.0,26.0,63.0,20.0,0,4.0,0
2026-02-23,Monday,2,9,No,Cloudy,No,end,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0,0,0.0,0,40.0,0,0,7,0.0,0,0.0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0,0.0,1,0,0.0,0.0,0.0,18.0,0,0.0,0
2026-02-24,Tuesday,2,9,No,Hot,No,end,10,0,1,1.0,8.5,16.0,1,0.0,29.0,2,1,6.0,0,30.0,9,0,1,25.0,3,32.0,9,9,1,2,0,1,70.0,18.0,0,32.0,10.0,0,27.0,0,0,60.0,16.0,42.0,8.0,0,5.0,0
2026-02-25,Wednesday,2,9,No,Hot,No,end,4,0,0,5.0,15.5,68.0,2,0.0,77.0,0,1,10.0,5,56.0,8,1,6,50.0,0,1.0,3,6,9,0,0,0,143.0,12.0,0,42.0,19.0,7,27.0,6,1,70.0,17.0,48.0,20.0,1,7.0,1
2026-02-26,Thursday,2,9,No,Hot,No,end,10,0,0,1.0,11.0,19.0,3,8.0,47.0,0,2,6.0,0,56.0,14,3,6,38.0,2,30.0,2,5,0,1,0,1,86.0,14.0,1,72.0,17.0,4,41.0,4,0,108.0,31.0,72.0,21.0,0,6.0,1
2026-02-27,Friday,2,9,No,Hot,No,end,4,0,1,2.5,10.5,19.0,0,4.0,28.0,2,4,49.0,0,56.0,14,0,13,9.0,2,32.0,6,13,0,3,7,1,65.0,14.0,0,69.0,11.0,7,24.0,0,5,23.0,19.0,63.0,12.0,0,1.0,0
2026-02-28,Saturday,2,9,Yes,Cloudy,No,end,16,0,0,1.0,20.0,28.0,0,2.0,49.0,1,0,6.0,0,84.0,9,0,3,44.0,1,16.0,7,19,0,0,2,1,84.5,9.0,0,80.0,23.0,0,28.0,2,5,74.0,27.0,69.0,19.0,0,3.0,2
2026-03-01,Sunday,3,9,Yes,Hot,No,start,4,0,1,1.5,14.5,22.0,0,0.0,41.0,0,1,9.0,0,45.0,4,1,3,15.0,0,17.0,0,13,0,1,2,0,65.0,17.0,0,68.0,14.0,0,34.0,1,0,70.0,24.0,60.0,18.0,0,3.0,0
2026-03-02,Monday,3,10,No,Cloudy,No,start,0,0,0,0.0,8.0,12.0,0,0.0,39.0,0,0,6.0,0,0.0,0,0,0,0.0,0,22.0,0,7,0,0,1,0,0.0,0.0,0,0.0,0.0,1,0.0,0,0,62.0,0.0,0.0,0.0,0,0.0,0
2026-03-03,Tuesday,3,10,No,Hot,No,start,10,0,0,1.5,10.5,23.0,0,0.0,41.0,3,1,9.0,0,32.0,12,0,1,25.0,4,29.0,9,8,0,3,0,1,88.0,24.0,0,40.0,15.0,0,29.0,0,1,76.0,15.0,45.0,9.0,0,5.0,0
2026-03-04,Wednesday,3,10,No,Hot,No,start,3,0,0,3.5,11.0,14.0,0,2.0,39.0,0,3,12.0,0,57.0,19,4,8,18.0,1,23.0,4,5,0,6,0,0,84.5,20.0,0,50.0,8.0,0,27.0,2,0,70.0,22.0,44.0,16.0,0,9.0,1
2026-03-05,Thursday,3,10,No,Hot,No,start,10,0,0,1.5,13.0,25.0,2,7.0,50.0,0,2,6.0,0,60.0,16,3,6,40.0,3,29.0,2,7,0,1,0,1,78.5,16.0,1,79.0,18.0,3,42.0,4,0,94.0,36.0,96.0,21.0,0,6.0,1
2026-03-06,Friday,3,10,No,Hot,No,start,9,0,0,1.5,14.0,14.0,0,1.0,37.0,1,0,7.0,0,57.0,17,4,6,32.0,3,30.0,10,14,0,0,6,0,107.0,30.0,0,66.0,22.0,1,45.0,1,7,67.0,23.0,65.0,38.0,0,1.0,0
2026-03-07,Saturday,3,10,Yes,Rainy,No,start,8,0,0,2.0,16.5,20.0,0,7.0,32.0,0,2,6.0,0,38.0,12,1,9,34.0,0,21.0,5,6,0,0,3,0,84.0,23.0,0,47.0,9.0,0,10.0,1,1,101.0,17.0,46.0,12.0,0,2.0,1
2026-03-08,Sunday,3,10,Yes,Hot,No,start,6,0,1,4.0,14.5,22.0,8,0.0,83.0,0,12,11.0,0,78.0,23,0,8,41.0,5,21.0,4,22,0,0,2,2,69.0,43.0,0,96.0,6.0,0,42.0,5,1,55.0,39.0,103.0,27.0,0,11.0,0
2026-03-09,Monday,3,11,No,Cloudy,No,start,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0,1,0.0,0,0.0,0,0,0,0.0,0,0.0,3,0,0,1,1,0,0.0,0.0,0,56.0,0.0,0,0.0,0,0,66.0,0.0,0.0,11.0,0,0.0,0
2026-03-10,Tuesday,3,11,No,Hot,No,start,7,0,0,2.0,15.0,14.0,0,5.0,36.0,0,1,8.0,0,53.0,16,3,9,49.0,2,24.0,4,15,0,1,0,3,79.5,21.0,0,50.0,3.0,0,31.0,1,0,101.0,30.0,57.0,14.0,0,0.0,1
2026-03-11,Wednesday,3,11,No,Hot,No,middle,15,0,0,2.0,15.5,7.0,0,3.0,35.0,0,0,10.0,0,41.0,15,1,8,18.0,2,25.0,0,15,0,0,0,0,61.0,22.0,0,87.0,14.0,1,34.0,0,0,160.0,19.0,36.0,19.0,0,7.0,2
2026-03-12,Thursday,3,11,No,Hot,No,middle,12,0,1,2.0,16.5,33.0,0,4.0,44.0,2,1,9.0,0,59.0,13,6,7,17.0,1,29.0,0,14,0,0,0,0,105.0,25.0,0,40.0,16.0,0,36.0,2,0,179.0,28.0,94.0,36.0,0,7.0,2
2026-03-13,Friday,3,11,No,Hot,No,middle,3,0,0,2.5,12.0,16.0,0,3.0,28.0,2,5,52.0,0,35.0,14,0,11,8.0,2,26.0,5,12,0,2,5,0,71.0,12.0,0,65.0,9.0,6,22.0,1,4,23.0,16.0,82.0,13.0,0,1.0,0
2026-03-14,Saturday,3,11,Yes,Rainy,No,middle,0,0,0,2.0,15.0,21.0,0,6.0,31.0,0,2,7.0,0,47.0,11,1,9,24.0,0,23.0,6,7,0,0,4,1,94.0,21.0,0,46.0,9.0,0,12.0,1,1,98.0,18.0,44.0,12.0,0,2.0,1
2026-03-15,Sunday,3,11,Yes,Hot,No,middle,5,0,1,4.0,9.5,16.0,8,0.0,67.0,1,9,13.0,0,84.0,20,0,10,38.0,4,25.0,4,26,0,0,2,2,68.5,40.0,0,91.0,6.0,0,46.0,4,0,55.0,40.0,80.0,28.0,0,12.0,0
2026-03-16,Monday,3,12,No,Cloudy,No,middle,0,0,1,0.0,0.0,11.0,0,0.0,0.0,0,0,0.0,0,0.0,10,1,0,26.0,0,0.0,0,0,0,2,0,0,0.0,0.0,0,0.0,9.0,0,0.0,0,0,0.0,0.0,62.0,0.0,0,0.0,1
2026-03-17,Tuesday,3,12,No,Hot,No,middle,7,0,0,2.5,14.5,15.0,0,5.0,35.0,0,0,8.0,0,55.0,18,3,10,44.0,2,21.0,4,13,0,1,2,2,60.5,24.0,0,50.0,4.0,0,33.0,1,0,103.0,28.0,51.0,15.0,0,2.0,1
2026-03-18,Wednesday,3,12,No,Hot,No,middle,2,0,0,3.5,12.5,14.0,0,2.0,31.0,0,3,8.0,0,55.0,16,3,7,15.0,1,23.0,4,4,0,5,0,0,75.0,23.0,0,60.0,5.0,0,22.0,3,1,70.0,20.0,37.0,18.0,0,7.0,0
2026-03-19,Thursday,3,12,No,Hot,No,middle,13,1,0,6.0,14.5,29.0,0,2.0,63.0,0,0,4.0,0,53.0,19,0,8,73.0,1,29.0,4,11,0,0,0,0,109.5,19.0,0,48.0,13.0,3,43.0,3,0,61.0,22.0,97.0,16.0,0,5.0,0
2026-03-20,Friday,3,12,No,Hot,No,middle,22,0,1,1.5,12.5,19.0,1,0.0,59.0,0,0,5.0,0,49.0,7,0,8,52.0,0,34.0,5,11,0,3,11,0,112.5,27.0,0,76.0,13.0,2,50.0,6,1,83.0,20.0,34.0,31.0,0,6.0,0
2026-03-21,Saturday,3,12,Yes,Rainy,No,end,16,0,2,2.5,10.0,33.0,0,1.0,58.0,0,1,7.0,0,55.0,21,1,20,42.0,1,24.0,3,9,0,0,2,2,91.5,25.0,0,73.0,20.0,2,24.0,2,2,45.0,26.0,75.0,18.0,0,3.0,0
2026-03-22,Sunday,3,12,Yes,Hot,No,end,3,0,0,2.5,14.5,19.0,0,3.0,28.0,1,2,7.0,0,47.0,12,1,1,32.0,0,21.0,16,12,0,5,2,0,76.5,14.0,0,71.0,15.0,3,37.0,2,2,74.0,21.0,63.0,25.0,0,5.0,1
2026-03-23,Monday,3,13,No,Cloudy,No,end,0,0,0,0.0,0.0,0.0,0,0.0,38.0,0,0,0.0,0,0.0,0,0,5,0.0,0,17.0,0,0,0,0,2,0,70.0,0.0,0,0.0,0.0,0,0.0,2,0,0.0,12.0,0.0,17.0,0,0.0,0
2026-03-24,Tuesday,3,13,No,Hot,No,end,6,0,0,2.0,16.0,14.0,0,6.0,41.0,0,0,8.0,0,53.0,17,4,9,47.0,3,26.0,4,14,0,1,0,3,66.5,25.0,0,55.0,4.0,0,31.0,1,0,88.0,28.0,44.0,12.0,0,0.0,1
2026-03-25,Wednesday,3,13,No,Hot,No,end,2,0,0,4.5,11.5,15.0,0,2.0,40.0,0,3,9.0,0,58.0,16,4,6,18.0,1,23.0,3,4,0,5,0,0,81.0,24.0,0,51.0,6.0,1,25.0,2,0,70.0,19.0,30.0,14.0,0,6.0,0
2026-03-26,Thursday,3,13,No,Hot,No,end,3,0,0,2.5,12.5,18.0,0,6.0,37.0,2,2,9.0,0,45.0,21,4,5,10.0,1,38.0,0,6,0,0,0,0,89.0,18.0,0,47.0,5.0,4,26.0,0,1,108.0,20.0,76.0,21.0,0,1.0,0
2026-03-27,Friday,3,13,No,Hot,No,end,13,0,0,4.0,10.0,18.0,2,4.0,30.0,0,2,12.0,0,55.0,12,0,11,24.0,6,29.0,5,0,0,0,15,1,86.0,22.0,1,63.0,12.0,4,48.0,1,1,60.0,23.0,59.0,27.0,0,5.0,4
2026-03-28,Saturday,3,13,Yes,Rainy,No,end,6,0,0,2.5,15.0,24.0,0,6.0,36.0,0,2,8.0,0,48.0,13,1,8,36.0,0,24.0,5,6,0,0,4,0,113.5,22.0,0,57.0,9.0,0,12.0,1,1,96.0,19.0,45.0,12.0,0,2.0,1
2026-03-29,Sunday,3,13,Yes,Hot,No,end,13,0,0,2.0,0.0,5.0,0,3.0,46.0,0,0,6.0,0,64.0,11,2,13,26.0,1,17.0,0,0,0,0,5,0,70.5,22.0,0,109.0,8.0,0,35.0,3,0,25.0,18.0,80.0,16.0,0,11.0,1
